FID,OBJECTID,SHAPE,SE_ANNO_CAD_DATA
HYDRANTOGD.3323788,3323788,POINT (16.279225908205344 48.17389154023289),
HYDRANTOGD.3323789,3323789,POINT (16.381795834622938 48.22240507229086),
HYDRANTOGD.3323790,3323790,POINT (16.403449736820132 48.18590404359734),
HYDRANTOGD.3323791,3323791,POINT (16.397311296098646 48.23816501868428),
HYDRANTOGD.3323792,3323792,POINT (16.402897207435164 48.212398744292955),
HYDRANTOGD.3323793,3323793,POINT (16.393571862603146 48.24736930817892),
HYDRANTOGD.3323794,3323794,POINT (16.39549010275663 48.2454519847003),
HYDRANTOGD.3323795,3323795,POINT (16.2973028614799 48.21604782793783),
HYDRANTOGD.3323796,3323796,POINT (16.41155167656873 48.22151081726852),
HYDRANTOGD.3323797,3323797,POINT (16.462499031134932 48.215044317542336),
HYDRANTOGD.3323798,3323798,POINT (16.33430831374009 48.187446244139416),
HYDRANTOGD.3323799,3323799,POINT (16.394899854464747 48.232092553950324),
HYDRANTOGD.3323800,3323800,POINT (16.296899329116332 48.14425289666667),
HYDRANTOGD.3323801,3323801,POINT (16.414384990880027 48.26369530269222),
HYDRANTOGD.3323802,3323802,POINT (16.413181366699263 48.21340830566518),
HYDRANTOGD.3323803,3323803,POINT (16.387836640750038 48.28581061430426),
HYDRANTOGD.3323804,3323804,POINT (16.410870942339944 48.25100974409679),
HYDRANTOGD.3323805,3323805,POINT (16.363014070477394 48.15122069048429),
HYDRANTOGD.3323806,3323806,POINT (16.407344102255855 48.172894872733785),
HYDRANTOGD.3323807,3323807,POINT (16.40574650838912 48.18166207783309),
HYDRANTOGD.3323808,3323808,POINT (16.40758930371775 48.1727391599527),
HYDRANTOGD.3323809,3323809,POINT (16.407939387647325 48.17781447916106),
HYDRANTOGD.3323810,3323810,POINT (16.41341763843315 48.16669498861513),
HYDRANTOGD.3323811,3323811,POINT (16.408191427049744 48.17849862833738),
HYDRANTOGD.3323812,3323812,POINT (16.48672294586501 48.285560445922776),
HYDRANTOGD.3323813,3323813,POINT (16.41007179701678 48.17022200317618),
HYDRANTOGD.3323814,3323814,POINT (16.4099689506155 48.17017767693639),
HYDRANTOGD.3323815,3323815,POINT (16.345725369922537 48.25547430903021),
HYDRANTOGD.3323816,3323816,POINT (16.37024912012463 48.21995383245423),
HYDRANTOGD.3323817,3323817,POINT (16.48878143590735 48.21317334918021),
HYDRANTOGD.3323818,3323818,POINT (16.391861892182312 48.21670864379695),
HYDRANTOGD.3323819,3323819,POINT (16.483205818706125 48.2927860707811),
HYDRANTOGD.3323820,3323820,POINT (16.481686278539858 48.28979984856873),
HYDRANTOGD.3323821,3323821,POINT (16.461458666809307 48.23525233307749),
HYDRANTOGD.3323822,3323822,POINT (16.332147359218542 48.17132662061956),
HYDRANTOGD.3323823,3323823,POINT (16.41002972417276 48.169665925311286),
HYDRANTOGD.3323824,3323824,POINT (16.338403073624654 48.251681139213844),
HYDRANTOGD.3323825,3323825,POINT (16.339255442353302 48.22536869678166),
HYDRANTOGD.3323826,3323826,POINT (16.38938667055958 48.202169329003844),
HYDRANTOGD.3323827,3323827,POINT (16.352366274408315 48.19235475884652),
HYDRANTOGD.3323828,3323828,POINT (16.33767644793758 48.25128529311444),
HYDRANTOGD.3323829,3323829,POINT (16.288267564643682 48.15887792743158),
HYDRANTOGD.3323830,3323830,POINT (16.28692449214023 48.159457379393),
HYDRANTOGD.3323831,3323831,POINT (16.393209865035494 48.19606711312189),
HYDRANTOGD.3323832,3323832,POINT (16.453705017801735 48.22125012228488),
HYDRANTOGD.3323833,3323833,POINT (16.496069434560436 48.24128498239438),
HYDRANTOGD.3323834,3323834,POINT (16.323054931700014 48.143778860415594),
HYDRANTOGD.3323835,3323835,POINT (16.302161546234473 48.22241013491359),
HYDRANTOGD.3323836,3323836,POINT (16.399249496422268 48.19598345356094),
HYDRANTOGD.3323837,3323837,POINT (16.41531854349328 48.2799950607531),
HYDRANTOGD.3323838,3323838,POINT (16.263856971030982 48.20566624882699),
HYDRANTOGD.3323839,3323839,POINT (16.476188511327624 48.24584966206336),
HYDRANTOGD.3323840,3323840,POINT (16.320950433490975 48.25246315693821),
HYDRANTOGD.3323841,3323841,POINT (16.308239963150026 48.19370671242181),
HYDRANTOGD.3323842,3323842,POINT (16.309461604892885 48.15042238628364),
HYDRANTOGD.3323843,3323843,POINT (16.384163847893806 48.14694525056816),
HYDRANTOGD.3323844,3323844,POINT (16.38346007251058 48.21399737396031),
HYDRANTOGD.3323845,3323845,POINT (16.33064312532519 48.21399317638721),
HYDRANTOGD.3323846,3323846,POINT (16.35452763061919 48.23839346916708),
HYDRANTOGD.3323847,3323847,POINT (16.36186336864082 48.152703436872194),
HYDRANTOGD.3323848,3323848,POINT (16.211301660311264 48.21056650277478),
HYDRANTOGD.3323849,3323849,POINT (16.23193133876738 48.13675247438331),
HYDRANTOGD.3323850,3323850,POINT (16.488081825129296 48.20756527712693),
HYDRANTOGD.3323851,3323851,POINT (16.316129145548956 48.1406924860651),
HYDRANTOGD.3323852,3323852,POINT (16.41717249004616 48.166419951660785),
HYDRANTOGD.3323853,3323853,POINT (16.356233429682376 48.20693059865426),
HYDRANTOGD.3323854,3323854,POINT (16.256969301116932 48.1988775264351),
HYDRANTOGD.3323855,3323855,POINT (16.535520314364362 48.25347487462977),
HYDRANTOGD.3323856,3323856,POINT (16.288660133834668 48.13777482954722),
HYDRANTOGD.3323857,3323857,POINT (16.344854125599028 48.169821772648746),
HYDRANTOGD.3323858,3323858,POINT (16.47163493352207 48.200761460511586),
HYDRANTOGD.3323859,3323859,POINT (16.381187950124588 48.21376330143507),
HYDRANTOGD.3323860,3323860,POINT (16.39365466770394 48.25803839357223),
HYDRANTOGD.3323861,3323861,POINT (16.28556790727075 48.21661661535933),
HYDRANTOGD.3323862,3323862,POINT (16.270579513288848 48.168292419330584),
HYDRANTOGD.3323863,3323863,POINT (16.354926464439508 48.25873681672344),
HYDRANTOGD.3323864,3323864,POINT (16.42002975159983 48.180321358168875),
HYDRANTOGD.3323865,3323865,POINT (16.382259128230892 48.16210111664739),
HYDRANTOGD.3323866,3323866,POINT (16.393093377145806 48.17120721516144),
HYDRANTOGD.3323867,3323867,POINT (16.385538790205956 48.21645010804303),
HYDRANTOGD.3323868,3323868,POINT (16.364199191063346 48.223394815335475),
HYDRANTOGD.3323869,3323869,POINT (16.53100624950524 48.24688873774487),
HYDRANTOGD.3323870,3323870,POINT (16.401232346207415 48.28366505499036),
HYDRANTOGD.3323871,3323871,POINT (16.408173290285657 48.25979393029226),
HYDRANTOGD.3323872,3323872,POINT (16.454712992502227 48.25805149006767),
HYDRANTOGD.3323873,3323873,POINT (16.306370502722977 48.149149082010396),
HYDRANTOGD.3323874,3323874,POINT (16.283712617957374 48.21452143025816),
HYDRANTOGD.3323875,3323875,POINT (16.346827032975416 48.20424113855836),
HYDRANTOGD.3323876,3323876,POINT (16.30937248999621 48.14785406757564),
HYDRANTOGD.3323877,3323877,POINT (16.458156599719434 48.26761142798099),
HYDRANTOGD.3323878,3323878,POINT (16.414754378637102 48.27768764743588),
HYDRANTOGD.3323879,3323879,POINT (16.402348907765827 48.156239914415025),
HYDRANTOGD.3323880,3323880,POINT (16.303430594089683 48.1315269930384),
HYDRANTOGD.3323881,3323881,POINT (16.281224827078457 48.16228372655366),
HYDRANTOGD.3323882,3323882,POINT (16.380760067611316 48.284269134619606),
HYDRANTOGD.3323883,3323883,POINT (16.374136383369045 48.28311399819934),
HYDRANTOGD.3323884,3323884,POINT (16.34610471233752 48.200402849134775),
HYDRANTOGD.3323885,3323885,POINT (16.337937146513898 48.25393378621295),
HYDRANTOGD.3323886,3323886,POINT (16.279927883754063 48.197604263719526),
HYDRANTOGD.3323887,3323887,POINT (16.391030328071363 48.19925463555789),
HYDRANTOGD.3323888,3323888,POINT (16.532779656510993 48.21613218973719),
HYDRANTOGD.3323889,3323889,POINT (16.369536123949658 48.202999125265784),
HYDRANTOGD.3323890,3323890,POINT (16.38665781647252 48.289711335976754),
HYDRANTOGD.3323891,3323891,POINT (16.40795723753037 48.256221017278584),
HYDRANTOGD.3323892,3323892,POINT (16.425671746283314 48.231439358884145),
HYDRANTOGD.3323893,3323893,POINT (16.335075476671975 48.185648316070704),
HYDRANTOGD.3323894,3323894,POINT (16.279924194981582 48.15343781166765),
HYDRANTOGD.3323895,3323895,POINT (16.38290305043313 48.299713818537455),
HYDRANTOGD.3323896,3323896,POINT (16.353880328412533 48.207676645345764),
HYDRANTOGD.3323897,3323897,POINT (16.312872881767834 48.19310564511379),
HYDRANTOGD.3323898,3323898,POINT (16.369738567401427 48.25238762810846),
HYDRANTOGD.3323899,3323899,POINT (16.329814523715662 48.22974905223522),
HYDRANTOGD.3323900,3323900,POINT (16.32136960597557 48.24078286118445),
HYDRANTOGD.3323901,3323901,POINT (16.451351456264987 48.24772218782643),
HYDRANTOGD.3323902,3323902,POINT (16.285022435772134 48.13327936003753),
HYDRANTOGD.3323903,3323903,POINT (16.350998250082057 48.22600746154081),
HYDRANTOGD.3323904,3323904,POINT (16.347144066430673 48.210373062164315),
HYDRANTOGD.3323905,3323905,POINT (16.35219022575625 48.201310710796584),
HYDRANTOGD.3323906,3323906,POINT (16.436158988304076 48.272241797979326),
HYDRANTOGD.3323907,3323907,POINT (16.394972146994743 48.200666322508475),
HYDRANTOGD.3323908,3323908,POINT (16.320480395765845 48.17726457265337),
HYDRANTOGD.3323909,3323909,POINT (16.38957962545586 48.208420004350224),
HYDRANTOGD.3323910,3323910,POINT (16.31329593468315 48.222481405506656),
HYDRANTOGD.3323911,3323911,POINT (16.43170546535717 48.166729197387816),
HYDRANTOGD.3323912,3323912,POINT (16.35670998746035 48.19888992011302),
HYDRANTOGD.3323913,3323913,POINT (16.484868020184337 48.251575825023586),
HYDRANTOGD.3323914,3323914,POINT (16.376880622310594 48.16874736176007),
HYDRANTOGD.3323915,3323915,POINT (16.402589211886692 48.19176897439608),
HYDRANTOGD.3323916,3323916,POINT (16.31497309321015 48.22111677998127),
HYDRANTOGD.3323917,3323917,POINT (16.280510737878334 48.17615614187012),
HYDRANTOGD.3323918,3323918,POINT (16.28033603063968 48.17512936333886),
HYDRANTOGD.3323919,3323919,POINT (16.393140769560233 48.208358540501166),
HYDRANTOGD.3323920,3323920,POINT (16.464281605061505 48.26295860730081),
HYDRANTOGD.3323921,3323921,POINT (16.329056041149602 48.151064248003834),
HYDRANTOGD.3323922,3323922,POINT (16.364181178241708 48.156586632912465),
HYDRANTOGD.3323923,3323923,POINT (16.423992357917594 48.22323323906937),
HYDRANTOGD.3323924,3323924,POINT (16.42271745890387 48.283080701359125),
HYDRANTOGD.3323925,3323925,POINT (16.308790250457427 48.15556541372206),
HYDRANTOGD.3323926,3323926,POINT (16.456047838134904 48.157702411057144),
HYDRANTOGD.3323927,3323927,POINT (16.364258773861025 48.169903635228984),
HYDRANTOGD.3323928,3323928,POINT (16.40948926273928 48.18068171893774),
HYDRANTOGD.3323929,3323929,POINT (16.381610711419942 48.20084569262904),
HYDRANTOGD.3323930,3323930,POINT (16.250227398017437 48.13719542179883),
HYDRANTOGD.3323931,3323931,POINT (16.4618477479955 48.22130436362947),
HYDRANTOGD.3323932,3323932,POINT (16.39509336904246 48.254706169312314),
HYDRANTOGD.3323933,3323933,POINT (16.346829729223227 48.20288903372694),
HYDRANTOGD.3323934,3323934,POINT (16.340785846962902 48.244003418833344),
HYDRANTOGD.3323935,3323935,POINT (16.30376501541582 48.22251429193184),
HYDRANTOGD.3323936,3323936,POINT (16.40802002544668 48.30113325362187),
HYDRANTOGD.3323937,3323937,POINT (16.363851308058564 48.26193321973058),
HYDRANTOGD.3323938,3323938,POINT (16.483215689430246 48.206150326492796),
HYDRANTOGD.3323939,3323939,POINT (16.46809938216274 48.20888012619476),
HYDRANTOGD.3323940,3323940,POINT (16.339192340511524 48.191154525512644),
HYDRANTOGD.3323941,3323941,POINT (16.34870803716166 48.197657930241036),
HYDRANTOGD.3323942,3323942,POINT (16.329765296538536 48.233507013988586),
HYDRANTOGD.3323943,3323943,POINT (16.344845976732486 48.21021943268766),
HYDRANTOGD.3323944,3323944,POINT (16.337701157698618 48.21865354948054),
HYDRANTOGD.3323945,3323945,POINT (16.43142178914856 48.16287618679622),
HYDRANTOGD.3323946,3323946,POINT (16.43138209114911 48.15828246614512),
HYDRANTOGD.3323947,3323947,POINT (16.340011539178725 48.17218503201879),
HYDRANTOGD.3323948,3323948,POINT (16.380505731114603 48.22074828714292),
HYDRANTOGD.3323949,3323949,POINT (16.407133748814296 48.221443388869154),
HYDRANTOGD.3323950,3323950,POINT (16.39302818883575 48.26581836065448),
HYDRANTOGD.3323951,3323951,POINT (16.324676531829887 48.1896136494064),
HYDRANTOGD.3323952,3323952,POINT (16.34685972697825 48.20553147727838),
HYDRANTOGD.3323953,3323953,POINT (16.37627815964534 48.278970709875516),
HYDRANTOGD.3323954,3323954,POINT (16.535197923819638 48.225536763027065),
HYDRANTOGD.3323955,3323955,POINT (16.297259601999546 48.19047659062359),
HYDRANTOGD.3323956,3323956,POINT (16.36807500243891 48.168039865952196),
HYDRANTOGD.3323957,3323957,POINT (16.466027145917337 48.227341135788905),
HYDRANTOGD.3323958,3323958,POINT (16.300130388019525 48.22980863182939),
HYDRANTOGD.3323959,3323959,POINT (16.37503935450974 48.21754483875723),
HYDRANTOGD.3323960,3323960,POINT (16.410556526099022 48.17026057768749),
HYDRANTOGD.3323961,3323961,POINT (16.470397444086643 48.214496308880406),
HYDRANTOGD.3323962,3323962,POINT (16.409718692183745 48.25770376396746),
HYDRANTOGD.3323963,3323963,POINT (16.38821364557773 48.262499497501004),
HYDRANTOGD.3323964,3323964,POINT (16.261348550096365 48.19174358810713),
HYDRANTOGD.3323965,3323965,POINT (16.42411394299077 48.22428615435236),
HYDRANTOGD.3323966,3323966,POINT (16.534272361094484 48.23226541840196),
HYDRANTOGD.3323967,3323967,POINT (16.352235489198332 48.22499448549818),
HYDRANTOGD.3323968,3323968,POINT (16.389539571971724 48.209867435072056),
HYDRANTOGD.3323969,3323969,POINT (16.375343897198466 48.205474469287985),
HYDRANTOGD.3323970,3323970,POINT (16.367386952272 48.2026908152106),
HYDRANTOGD.3323971,3323971,POINT (16.301391362572613 48.233738121864526),
HYDRANTOGD.3323972,3323972,POINT (16.44370937854041 48.236479107275436),
HYDRANTOGD.3323973,3323973,POINT (16.34960484585973 48.186270367853496),
HYDRANTOGD.3323974,3323974,POINT (16.313966089570236 48.20603537069519),
HYDRANTOGD.3323975,3323975,POINT (16.2882858417155 48.187833795787085),
HYDRANTOGD.3323976,3323976,POINT (16.368009683567603 48.153785131019625),
HYDRANTOGD.3323977,3323977,POINT (16.341556181947233 48.171869917480024),
HYDRANTOGD.3323978,3323978,POINT (16.380497834162046 48.2019845759103),
HYDRANTOGD.3323979,3323979,POINT (16.298848364490233 48.25026436046659),
HYDRANTOGD.3323980,3323980,POINT (16.391679792096053 48.1867347977798),
HYDRANTOGD.3323981,3323981,POINT (16.435040396268274 48.24082150528113),
HYDRANTOGD.3323982,3323982,POINT (16.308504445653703 48.15446778104836),
HYDRANTOGD.3323983,3323983,POINT (16.307900112153977 48.2503031766699),
HYDRANTOGD.3323984,3323984,POINT (16.28423472521793 48.19049870703698),
HYDRANTOGD.3323985,3323985,POINT (16.3977209631732 48.185718810322854),
HYDRANTOGD.3323986,3323986,POINT (16.48352042682366 48.22512850030521),
HYDRANTOGD.3323987,3323987,POINT (16.40643957947175 48.22437810238316),
HYDRANTOGD.3323988,3323988,POINT (16.427979643723635 48.23968657989488),
HYDRANTOGD.3323989,3323989,POINT (16.335872905217574 48.209885132911296),
HYDRANTOGD.3323990,3323990,POINT (16.35347465916234 48.22307318721902),
HYDRANTOGD.3323991,3323991,POINT (16.369583359344283 48.17869524647147),
HYDRANTOGD.3323992,3323992,POINT (16.45710604015221 48.22690454457733),
HYDRANTOGD.3323993,3323993,POINT (16.362693800614906 48.17577533042456),
HYDRANTOGD.3323994,3323994,POINT (16.299130384604968 48.23774727674993),
HYDRANTOGD.3323995,3323995,POINT (16.250770687668677 48.219276905457654),
HYDRANTOGD.3323996,3323996,POINT (16.43229779592694 48.21905737652702),
HYDRANTOGD.3323997,3323997,POINT (16.382784955548782 48.14237489646056),
HYDRANTOGD.3323998,3323998,POINT (16.359480462431737 48.225839223015534),
HYDRANTOGD.3323999,3323999,POINT (16.380633943438728 48.27331270510968),
HYDRANTOGD.3324000,3324000,POINT (16.44745609690833 48.16880818891145),
HYDRANTOGD.3324001,3324001,POINT (16.419826116476564 48.29752795581499),
HYDRANTOGD.3324002,3324002,POINT (16.395196799917517 48.198093435001745),
HYDRANTOGD.3324003,3324003,POINT (16.356652826461737 48.2589401240929),
HYDRANTOGD.3324004,3324004,POINT (16.38693880697876 48.21631343033157),
HYDRANTOGD.3324005,3324005,POINT (16.299232575626746 48.18104290974286),
HYDRANTOGD.3324006,3324006,POINT (16.352459657757553 48.24966090418966),
HYDRANTOGD.3324007,3324007,POINT (16.35592297632547 48.212160972662964),
HYDRANTOGD.3324008,3324008,POINT (16.443551918945033 48.24778261471118),
HYDRANTOGD.3324009,3324009,POINT (16.273518171130156 48.188999272742834),
HYDRANTOGD.3324010,3324010,POINT (16.390386312513936 48.14122081476642),
HYDRANTOGD.3324011,3324011,POINT (16.46288617207222 48.22654732894335),
HYDRANTOGD.3324012,3324012,POINT (16.388423653705686 48.23154061703343),
HYDRANTOGD.3324013,3324013,POINT (16.26374235250002 48.22008169981708),
HYDRANTOGD.3324014,3324014,POINT (16.356118774736633 48.134439863964026),
HYDRANTOGD.3324015,3324015,POINT (16.26234720858381 48.19801460585334),
HYDRANTOGD.3324016,3324016,POINT (16.334291634853216 48.166506090647815),
HYDRANTOGD.3324017,3324017,POINT (16.337857878359554 48.17882638733928),
HYDRANTOGD.3324018,3324018,POINT (16.328546487418663 48.166066647034775),
HYDRANTOGD.3324019,3324019,POINT (16.339792490546138 48.17934713821173),
HYDRANTOGD.3324020,3324020,POINT (16.519760264965008 48.22515198667868),
HYDRANTOGD.3324021,3324021,POINT (16.49377471682488 48.24006831412645),
HYDRANTOGD.3324022,3324022,POINT (16.525906628691207 48.21777110796752),
HYDRANTOGD.3324023,3324023,POINT (16.387135836030453 48.196668280903296),
HYDRANTOGD.3324024,3324024,POINT (16.267629024567327 48.188019930413105),
HYDRANTOGD.3324025,3324025,POINT (16.414170604692753 48.30480666964476),
HYDRANTOGD.3324026,3324026,POINT (16.262979950650536 48.18212042543494),
HYDRANTOGD.3324027,3324027,POINT (16.41700667663178 48.27287046449305),
HYDRANTOGD.3324028,3324028,POINT (16.4149358033612 48.25308083642338),
HYDRANTOGD.3324029,3324029,POINT (16.398661099236037 48.2295021306417),
HYDRANTOGD.3324030,3324030,POINT (16.40026739973531 48.257406515029544),
HYDRANTOGD.3324031,3324031,POINT (16.390587316319376 48.278034930947506),
HYDRANTOGD.3324032,3324032,POINT (16.476738572233067 48.17573613461509),
HYDRANTOGD.3324033,3324033,POINT (16.331547732748355 48.21742653609052),
HYDRANTOGD.3324034,3324034,POINT (16.490811493466317 48.25710894513511),
HYDRANTOGD.3324035,3324035,POINT (16.37123459065817 48.284503995830185),
HYDRANTOGD.3324036,3324036,POINT (16.262866827489376 48.18146081772686),
HYDRANTOGD.3324037,3324037,POINT (16.421825620050438 48.21100037972872),
HYDRANTOGD.3324038,3324038,POINT (16.26843600575754 48.18963877171664),
HYDRANTOGD.3324039,3324039,POINT (16.385620071071234 48.16204735780696),
HYDRANTOGD.3324040,3324040,POINT (16.463035054270115 48.1755225546309),
HYDRANTOGD.3324041,3324041,POINT (16.440448618721856 48.22705973014546),
HYDRANTOGD.3324042,3324042,POINT (16.337572847223125 48.189224796338806),
HYDRANTOGD.3324043,3324043,POINT (16.38084198848389 48.15076880484794),
HYDRANTOGD.3324044,3324044,POINT (16.330329534124147 48.21098917251796),
HYDRANTOGD.3324045,3324045,POINT (16.411250083340388 48.181818043062535),
HYDRANTOGD.3324046,3324046,POINT (16.279091501093433 48.190989110358316),
HYDRANTOGD.3324047,3324047,POINT (16.330995400520134 48.22533701039219),
HYDRANTOGD.3324048,3324048,POINT (16.377906905818918 48.21045046926334),
HYDRANTOGD.3324049,3324049,POINT (16.346025407044174 48.24887078808866),
HYDRANTOGD.3324050,3324050,POINT (16.242352509561606 48.20665401315947),
HYDRANTOGD.3324051,3324051,POINT (16.541429916325914 48.21940712336065),
